RegionID,RegionName,Date,IncomeNeededToAffordHome,IncomeNeededToAffordRent
395183,"Vallejo, CA",2015-01-31,88117.82749852832,56325.98440983463
753917,"Santa Maria, CA",2015-01-31,137342.979517506,73147.95576220294
395050,"Salinas, CA",2015-01-31,116252.0636834994,59025.515764281
395048,"Salem, OR",2015-01-31,53139.81930683934,34720.40055783972
394870,"Mobile, AL",2015-01-31,28229.49918526925,29960.52385245635
395015,"Reading, PA",2015-01-31,41859.67670893554,31102.854250439887
394502,"Corpus Christi, TX",2015-01-31,39137.86403635471,40469.52707497539
394820,"Manchester, NH",2015-01-31,62374.80640291069,44025.217293249756
394612,"Fort Wayne, IN",2015-01-31,30883.582604520514,26557.002502316675
394658,"Gulfport, MS",2015-01-31,32061.399973551743,34555.03070682333
395051,"Salisbury, MD",2015-01-31,66232.0145686851,46129.8588051478
394596,"Flint, MI",2015-01-31,20170.711731662323,23284.269740248757
394439,"Canton, OH",2015-01-31,29151.409805778767,25417.01961707989
395070,"Savannah, GA",2015-01-31,46178.2963257186,39824.76786725701
394327,"Anchorage, AK",2015-01-31,77819.17346637658,50359.317339020876
394372,"Beaumont, TX",2015-01-31,32081.94453192753,32435.256304735
395096,"Shreveport, LA",2015-01-31,40003.197319173865,39741.104794197505
395164,"Trenton, NJ",2015-01-31,63822.03203699804,61651.06594164633
394875,"Montgomery, AL",2015-01-31,35427.70144954948,35858.76187521993
394520,"Davenport, IA",2015-01-31,34306.017403232174,28332.416882757705
395146,"Tallahassee, FL",2015-01-31,41488.32350596829,35552.65602321989
394576,"Eugene, OR",2015-01-31,59057.53420204961,39732.93101791101
394901,"Naples, FL",2015-01-31,82163.90724692174,58722.12979824269
394332,"Ann Arbor, MI",2015-01-31,63168.17341627189,51728.95314925047
394927,"Ocala, FL",2015-01-31,31503.418292243565,32213.75595444343
394602,"Fort Collins, CO",2015-01-31,79392.48217740002,48822.02448753525
395033,"Rockford, IL",2015-01-31,24193.450216288773,27425.994437467143
394622,"Gainesville, FL",2015-01-31,40438.00836950152,36355.21345170128
394405,"Boulder, CO",2015-01-31,106753.40145612606,57826.59254305528
394488,"Columbus, GA",2015-01-31,29661.12130231309,30054.739041026893
395107,"South Bend, IN",2015-01-31,28102.478847688617,27543.02106561231
394808,"Lubbock, TX",2015-01-31,35762.76281881709,39296.28114820788
394471,"Clarksville, TN",2015-01-31,39712.13128324314,33271.381119919024
395028,"Roanoke, VA",2015-01-31,42255.98076868245,33353.735721942954
394579,"Evansville, IN",2015-01-31,31092.789188340965,23935.39011162281
394741,"Kennewick, WA",2015-01-31,52082.33343742373,39349.90483698418
394660,"Hagerstown, MD",2015-01-31,47158.0076794082,36799.414363312484
394937,"Olympia, WA",2015-01-31,64562.221746705356,43707.45702074148
395229,"Wilmington, NC",2015-01-31,56523.45800603025,36274.35372338788
395061,"San Luis Obispo, CA",2015-01-31,133042.9541531573,67995.42195813161
753875,"Crestview, FL",2015-01-31,60112.778007864035,41201.374097342625
394851,"Merced, CA",2015-01-31,51881.73179568343,37790.14041384376
395197,"Waco, TX",2015-01-31,31217.27108436171,38454.970102772306
394348,"Atlantic City, NJ",2015-01-31,52196.91482769904,44957.83445332224
394412,"Bremerton, WA",2015-01-31,71938.95461040114,40471.05363393849
395065,"Santa Cruz, CA",2015-01-31,172042.29961972937,80526.51199895625
394924,"Norwich, CT",2015-01-31,57976.90065989732,38661.445799307316
394483,"College Station, TX",2015-01-31,48067.79835882717,42866.08019484
394732,"Kalamazoo, MI",2015-01-31,37138.24237715647,31146.48353576983
394811,"Lynchburg, VA",2015-01-31,41241.18941135139,31074.669013072926
395161,"Topeka, KS",2015-01-31,29227.706344435883,28519.185339635187
394519,"Daphne, AL",2015-01-31,53125.04036985509,40915.39270005165
394378,"Bellingham, WA",2015-01-31,73639.35429077216,42260.00769310754
395030,"Rochester, MN",2015-01-31,47153.32688140797,42710.62021272129
753895,"Lafayette, IN",2015-01-31,35064.8397893514,33283.98637772209
394454,"Champaign, IL",2015-01-31,38748.12551432421,31711.529452058003
394848,"Medford, OR",2015-01-31,64517.30214227034,34492.65095011152
394459,"Charlottesville, VA",2015-01-31,69825.50240895513,46804.395347153804
394773,"Las Cruces, NM",2015-01-31,44131.57713712436,32125.227166058892
394464,"Chico, CA",2015-01-31,64874.176874674864,40879.167871209735
394681,"Hilton Head Island, SC",2015-01-31,70421.9819044783,44001.29423544827
394346,"Athens, GA",2015-01-31,42647.450604699574,34326.984871681256
394765,"Lake Havasu City, AZ",2015-01-31,43960.28492812342,32220.530705261288
394485,"Columbia, MO",2015-01-31,44884.812151601145,30553.27002128123
394623,"Gainesville, GA",2015-01-31,46100.089012511984,36445.39680107649
394716,"Jacksonville, NC",2015-01-31,42245.006970086964,33636.639758406825
394380,"Bend, OR",2015-01-31,81018.90478992551,46179.5179625296
395162,"Torrington, CT",2015-01-31,59295.85221874016,34879.23766306094
395009,"Punta Gorda, FL",2015-01-31,42206.31083492828,42161.51016825245
394386,"Billings, MT",2015-01-31,62581.970225455625,33815.96350722974
394960,"Panama City, FL",2015-01-31,44867.23348568481,37756.82196495694
394539,"Dover, DE",2015-01-31,51419.13809854202,39445.40592494111
394299,"Abilene, TX",2015-01-31,31394.673345714134,32449.20545898645
394651,"Greenville, NC",2015-01-31,34154.18379243008,33675.96127493141
394553,"East Stroudsburg, PA",2015-01-31,38230.50292190646,38952.491942425215
394393,"Bloomington, IN",2015-01-31,40899.678530838675,35869.69366124412
395079,"Sebastian, FL",2015-01-31,44569.69114219815,37974.239549310034
394453,"Chambersburg, PA",2015-01-31,44528.65347728143,29454.498628252604
394703,"Idaho Falls, ID",2015-01-31,42458.51914617287,25581.543859298643
394639,"Grand Junction, CO",2015-01-31,53434.500197213325,34494.231521462345
395223,"Wichita Falls, TX",2015-01-31,25384.00705174366,26229.78713565736
395232,"Winchester, VA",2015-01-31,56152.649320095836,44655.9566815018
394668,"Harrisonburg, VA",2015-01-31,52799.85633498068,36227.28036272932
394821,"Manhattan, KS",2015-01-31,44745.20338518461,31863.667186904055
394780,"Lawton, OK",2015-01-31,28507.105846331957,27581.51264023002
394867,"Missoula, MT",2015-01-31,68933.84631704238,30193.850328017503
753872,"California, MD",2015-01-31,77884.0628225615,44741.44160915774
394462,"Cheyenne, WY",2015-01-31,61769.70359388881,35274.81136486363
394925,"Oak Harbor, WA",2015-01-31,77009.17826821572,35411.7518607577
394682,"Hinesville, GA",2015-01-31,35690.85899023244,36247.63167255253
394571,"Enterprise, AL",2015-01-31,35171.17955860264,32707.623597199286
102001,United States,2015-02-28,51195.083776384454,48460.93349931658
394913,"New York, NY",2015-02-28,112258.6934831475,91591.22738867415
753899,"Los Angeles, CA",2015-02-28,142204.81266431042,72787.33653704704
394463,"Chicago, IL",2015-02-28,53728.34226490053,57437.46612366101
394514,"Dallas, TX",2015-02-28,48513.42543338108,44574.687868519606
394692,"Houston, TX",2015-02-28,49291.055419759105,48742.77093814313
395209,"Washington, DC",2015-02-28,103278.97805269276,68222.66959075195
394974,"Philadelphia, PA",2015-02-28,56427.94529748734,49781.07611109218
394856,"Miami, FL",2015-02-28,58607.50194391328,59520.72762659721
394347,"Atlanta, GA",2015-02-28,47002.366464088795,41500.58187230666
394404,"Boston, MA",2015-02-28,103694.96527884832,83106.27939286437
394976,"Phoenix, AZ",2015-02-28,56951.60529175658,38446.97429139919
395057,"San Francisco, CA",2015-02-28,188677.1787817846,90540.58852205568
395025,"Riverside, CA",2015-02-28,77700.22867517626,53415.49519459933
394532,"Detroit, MI",2015-02-28,33683.09687339155,34525.007124266995
395078,"Seattle, WA",2015-02-28,92378.70187311899,55094.456488076954
394865,"Minneapolis, MN",2015-02-28,60254.00600446557,45466.939549074115
395056,"San Diego, CA",2015-02-28,127718.5276571751,68196.8120207596
395148,"Tampa, FL",2015-02-28,42821.82219971322,43188.7120228429
394530,"Denver, CO",2015-02-28,82666.17458508568,50841.33374569241
394358,"Baltimore, MD",2015-02-28,70941.97901825154,52402.21494303949
395121,"St. Louis, MO",2015-02-28,39826.025785399506,35159.71407434575
394943,"Orlando, FL",2015-02-28,48443.3906724287,45603.294629606586
394458,"Charlotte, NC",2015-02-28,46225.01040533792,41128.417259154754
395055,"San Antonio, TX",2015-02-28,44278.24138574375,41171.12939090649
394998,"Portland, OR",2015-02-28,79994.84181109231,45794.453342567314
395045,"Sacramento, CA",2015-02-28,86951.26850006352,50789.53948562756
394982,"Pittsburgh, PA",2015-02-28,36059.4574807534,39459.24804262026
394466,"Cincinnati, OH",2015-02-28,40000.07980360663,35387.8627561735
394355,"Austin, TX",2015-02-28,69760.98219577191,48113.155754713545
394775,"Las Vegas, NV",2015-02-28,52963.412808170164,39718.67542131052
394735,"Kansas City, MO",2015-02-28,40935.83534248938,35931.35783375069
394492,"Columbus, OH",2015-02-28,41688.41197541248,35555.944021264324
394705,"Indianapolis, IN",2015-02-28,37023.64508891594,37040.80692070931
394475,"Cleveland, OH",2015-02-28,32983.35446467531,34206.30568566065
395059,"San Jose, CA",2015-02-28,227920.68502744308,99308.78382375353
394902,"Nashville, TN",2015-02-28,53740.66788898788,46388.709766827655
395194,"Virginia Beach, VA",2015-02-28,59203.30110798631,43727.26902390782
395005,"Providence, RI",2015-02-28,65264.623903753214,43956.72361002463
394714,"Jacksonville, FL",2015-02-28,45463.181175809055,40731.00799539282
394862,"Milwaukee, WI",2015-02-28,51719.61848070043,38209.018617578826
394935,"Oklahoma City, OK",2015-02-28,37860.721121210656,37070.18393982023
395012,"Raleigh, NC",2015-02-28,60612.569813292605,43840.067279338415
394849,"Memphis, TN",2015-02-28,32524.931370327067,35588.811993757874
395022,"Richmond, VA",2015-02-28,54218.94290001193,39496.60029847797
394807,"Louisville, KY",2015-02-28,38762.54813012123,34315.07966390674
394910,"New Orleans, LA",2015-02-28,54317.78804164,45158.944039924405
395053,"Salt Lake City, UT",2015-02-28,68658.07076470954,39390.58628093977
394669,"Hartford, CT",2015-02-28,58757.648798396694,45041.3484585494
394425,"Buffalo, NY",2015-02-28,35337.60241527589,31860.32246912842
394388,"Birmingham, AL",2015-02-28,39569.00034104118,36814.515246858435
395031,"Rochester, NY",2015-02-28,35154.169283251715,36186.23201505895
394640,"Grand Rapids, MI",2015-02-28,41728.73268583458,34140.70462070398
395167,"Tucson, AZ",2015-02-28,47504.09547744353,34686.389391662036
753924,"Urban Honolulu, HI",2015-02-28,151034.95773496016,80850.10480862667
395169,"Tulsa, OK",2015-02-28,35734.02772960942,35652.775453143324
394619,"Fresno, CA",2015-02-28,54197.846297183954,40888.85065440506
395238,"Worcester, MA",2015-02-28,61378.29786012294,43506.48854566445
394938,"Omaha, NE",2015-02-28,40968.173703646644,34171.045645022576
394415,"Bridgeport, CT",2015-02-28,109717.00556019582,68193.41584543961
394653,"Greenville, SC",2015-02-28,40306.869291961724,35724.73979887599
394312,"Albuquerque, NM",2015-02-28,46504.01408373057,37098.61506747649
394357,"Bakersfield, CA",2015-02-28,48734.80063187142,39944.791120700625
394308,"Albany, NY",2015-02-28,53252.44213024227,41735.310020904835
394753,"Knoxville, TN",2015-02-28,40304.17951552769,35966.30723796525
394367,"Baton Rouge, LA",2015-02-28,47147.35747129957,41830.5953454165
394843,"McAllen, TX",2015-02-28,25398.19794001077,34302.92959919268
394908,"New Haven, CT",2015-02-28,56699.946127957715,46761.39084305064
394561,"El Paso, TX",2015-02-28,34164.64090847293,39600.783580633186
394318,"Allentown, PA",2015-02-28,49947.40130192613,42585.11965761408
394952,"Oxnard, CA",2015-02-28,138760.2018260274,71580.23885425841
394486,"Columbia, SC",2015-02-28,36144.24123486623,34855.933665438075
753906,"North Port, FL",2015-02-28,58845.19329667829,51347.92332202013
394457,"Charleston, SC",2015-02-28,58425.361062545926,45285.32607496328
394648,"Greensboro, NC",2015-02-28,34510.4425620777,34263.450544671825
395134,"Stockton, CA",2015-02-28,73349.64014826652,51269.7694913052
394440,"Cape Coral, FL",2015-02-28,50853.78060161696,41251.80816693764
394399,"Boise City, ID",2015-02-28,51637.92684096139,35368.98473735196
394484,"Colorado Springs, CO",2015-02-28,63114.6571216733,41808.863517829435
394798,"Little Rock, AR",2015-02-28,40484.42777630307,32732.101906861662
394766,"Lakeland, FL",2015-02-28,36120.7383954323,40387.36108399887
394304,"Akron, OH",2015-02-28,31755.85501355339,29331.335824846028
394531,"Des Moines, IA",2015-02-28,43994.12793289644,37936.50126883479
395115,"Springfield, MA",2015-02-28,53086.43931287383,44340.077748028656
394931,"Ogden, UT",2015-02-28,56825.226325316864,34952.920998273854
394816,"Madison, WI",2015-02-28,60442.34380228979,41415.22767329663
395235,"Winston, NC",2015-02-28,36722.25364353267,36154.04284992691
394528,"Deltona, FL",2015-02-28,40976.72673333261,39328.73862262516
395006,"Provo, UT",2015-02-28,66545.77473088611,41855.24082923558
395160,"Toledo, OH",2015-02-28,26902.743346416424,29451.37222811867
395224,"Wichita, KS",2015-02-28,31091.632709967977,28786.16883224582
394549,"Durham, NC",2015-02-28,53775.56916009557,42333.30048487576
394352,"Augusta, GA",2015-02-28,33853.72216853876,31923.911233549567
394957,"Palm Bay, FL",2015-02-28,40862.10296425175,39542.27921384249
394666,"Harrisburg, PA",2015-02-28,46167.88604715291,34617.79891054269
395113,"Spokane, WA",2015-02-28,46739.08536642499,30424.905038818357
395075,"Scranton, PA",2015-02-28,32879.807796598456,30010.720096330904
394460,"Chattanooga, TN",2015-02-28,40582.24954633922,33898.643586858445
394871,"Modesto, CA",2015-02-28,62679.056069642334,39208.266275374284
394768,"Lancaster, PA",2015-02-28,53576.58034212398,30379.743880216334
394997,"Portland, ME",2015-02-28,64781.002593137666,47858.05932232857
394770,"Lansing, MI",2015-02-28,32504.706606399755,28516.817752460618
394590,"Fayetteville, AR",2015-02-28,42570.1273340451,35165.24935214939
394589,"Fayetteville, NC",2015-02-28,36297.43717445856,32614.475835760994
394792,"Lexington, KY",2015-02-28,42427.17679227149,33399.04578262717
394971,"Pensacola, FL",2015-02-28,38987.3531214361,37833.73953116168
395068,"Santa Rosa, CA",2015-02-28,136357.95847378197,67278.4641971265
395019,"Reno, NV",2015-02-28,67910.07447526258,40623.382276299286
394698,"Huntsville, AL",2015-02-28,44976.2983906252,31290.923178008168
394995,"Port St. Lucie, FL",2015-02-28,42966.78560776087,45984.19501706627
394898,"Myrtle Beach, SC",2015-02-28,47043.8772326814,40387.47653944348
395116,"Springfield, MO",2015-02-28,33997.812218031715,29290.724627702017
395195,"Visalia, CA",2015-02-28,46902.10015368288,39948.89061166675
394746,"Killeen, TX",2015-02-28,36851.33917238064,33631.86913591899
394338,"Asheville, NC",2015-02-28,55094.083902719096,38967.826465179394
395244,"York, PA",2015-02-28,43255.640437404494,31182.327925323094
395183,"Vallejo, CA",2015-02-28,88608.56518495381,56576.48092113091
753917,"Santa Maria, CA",2015-02-28,138014.98410291845,73240.14804344725
395050,"Salinas, CA",2015-02-28,116861.2198862132,58674.59835736379
395048,"Salem, OR",2015-02-28,53659.490000327256,34692.74115914864
394870,"Mobile, AL",2015-02-28,28241.938427158693,30029.293011435562
395015,"Reading, PA",2015-02-28,41870.17992358428,30807.11944131517
394502,"Corpus Christi, TX",2015-02-28,39447.62646044905,40538.56961389842
394820,"Manchester, NH",2015-02-28,62532.38874737144,44213.32099873168
394612,"Fort Wayne, IN",2015-02-28,30920.812476187337,26473.66850868109
394658,"Gulfport, MS",2015-02-28,32177.115850111022,34929.51542561684
395051,"Salisbury, MD",2015-02-28,66313.00328662581,46811.03269682045
394596,"Flint, MI",2015-02-28,20296.521436853614,23695.510886260352
394439,"Canton, OH",2015-02-28,29233.424892811916,25566.372116883806
395070,"Savannah, GA",2015-02-28,46347.62922766407,39854.66296030126
394327,"Anchorage, AK",2015-02-28,77915.33395816664,50288.30268707324
394372,"Beaumont, TX",2015-02-28,32162.100509155305,32555.887113782726
395096,"Shreveport, LA",2015-02-28,39897.59363245339,39586.34679545699
395164,"Trenton, NJ",2015-02-28,63839.04472859385,61431.82331480464
394875,"Montgomery, AL",2015-02-28,35385.46389581127,36212.32654571029
394520,"Davenport, IA",2015-02-28,34275.42842400874,28664.676620985654
395146,"Tallahassee, FL",2015-02-28,41541.23149546265,35713.52407494149
394576,"Eugene, OR",2015-02-28,59450.16613604011,40339.07431005189
394901,"Naples, FL",2015-02-28,83030.62679276604,58767.30674660604
394332,"Ann Arbor, MI",2015-02-28,63526.50506211712,52542.43575865671
394927,"Ocala, FL",2015-02-28,31520.042365049638,32351.997856424437
394602,"Fort Collins, CO",2015-02-28,80399.455553578,49653.137287314115
395033,"Rockford, IL",2015-02-28,23994.475939663935,27849.195846387054
394622,"Gainesville, FL",2015-02-28,40638.377058923645,36872.645056526446
394405,"Boulder, CO",2015-02-28,107942.16653992476,58504.44360829102
394488,"Columbus, GA",2015-02-28,29561.616619467666,29860.452977597666
395107,"South Bend, IN",2015-02-28,28113.566485969186,27375.2276706547
394808,"Lubbock, TX",2015-02-28,35886.27492067429,39944.79375920822
394471,"Clarksville, TN",2015-02-28,39685.60204737398,33237.65149912629
395028,"Roanoke, VA",2015-02-28,42200.666360873096,33460.71878480801
394579,"Evansville, IN",2015-02-28,31159.047218729527,23998.405686248836
394741,"Kennewick, WA",2015-02-28,52414.794141674356,39311.07909640027
394660,"Hagerstown, MD",2015-02-28,47078.744018804784,36797.50909567286
394937,"Olympia, WA",2015-02-28,64946.154940654415,43991.210961509445
395229,"Wilmington, NC",2015-02-28,56784.19250450553,36394.617581135564
395061,"San Luis Obispo, CA",2015-02-28,134208.8306126335,68662.24070204115
753875,"Crestview, FL",2015-02-28,60421.90918632593,41110.34154530843
394851,"Merced, CA",2015-02-28,52056.27519112208,38419.83076833579
395197,"Waco, TX",2015-02-28,31451.198246275,37722.81411137269
394447,"Cedar Rapids, IA",2015-02-28,38395.47944803287,33854.7837375337
394348,"Atlantic City, NJ",2015-02-28,52098.21017693031,45911.98362290503
394412,"Bremerton, WA",2015-02-28,72418.69509383343,40770.428423111654
395065,"Santa Cruz, CA",2015-02-28,174316.884135625,80663.77009523899
394924,"Norwich, CT",2015-02-28,58024.114176699,38912.63966545952
394483,"College Station, TX",2015-02-28,48482.55072950689,43116.11039812148
394732,"Kalamazoo, MI",2015-02-28,37219.55523887852,31277.051170990835
394811,"Lynchburg, VA",2015-02-28,41232.496659745535,30996.333304211963
395161,"Topeka, KS",2015-02-28,29235.108549789755,28521.333792173806
394519,"Daphne, AL",2015-02-28,53407.16349108057,40598.563839909555
394378,"Bellingham, WA",2015-02-28,74128.31307870113,42286.70973216059
395030,"Rochester, MN",2015-02-28,47220.74592537421,43482.72662657204
753895,"Lafayette, IN",2015-02-28,35123.95471780426,33352.849215906346
394454,"Champaign, IL",2015-02-28,38727.34169709221,31894.189696683134
394848,"Medford, OR",2015-02-28,65013.08457845289,34815.77136259946
394459,"Charlottesville, VA",2015-02-28,69873.99727954985,47566.79043038028
394773,"Las Cruces, NM",2015-02-28,43954.40750251126,31999.299186273816
394464,"Chico, CA",2015-02-28,65248.639915977,41297.170523180044
394681,"Hilton Head Island, SC",2015-02-28,70761.34997289673,44040.335191545695
394346,"Athens, GA",2015-02-28,42724.64723046901,34539.55725708728
394765,"Lake Havasu City, AZ",2015-02-28,44554.209270171814,32307.684570553625
394485,"Columbia, MO",2015-02-28,45051.978537948686,31625.316872656003
394623,"Gainesville, GA",2015-02-28,46383.76887377066,36863.56815906887
394716,"Jacksonville, NC",2015-02-28,42176.73957805766,33723.684264569194
394380,"Bend, OR",2015-02-28,81941.1716280614,46668.46827844422
